"CertificateOfOrigin","EUCitizen","Perishable","Fragile","Volume","PreDeclared","MultiplePackage","Category","OnlineDeclaration","ExporterValidation","SecuredDelivery","LithiumBatteries","ExpressDelivery","EntryPoint","Origin","PaperlessBilling","PaymentMethod","Weight","Price","Inspection","packageID"
"Yes",0,"No","No",12,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",20.4,231.45,"No","6698-OXETB"
"Yes",0,"No","No",2,"Yes","Yes","Clothing","No","No","No","No","No","Antwerp","China","No","Mailed check",50.75,50.75,"No","2103-ZRXFN"
"Yes",0,"Yes","Yes",11,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",20.45,242.4,"No","3724-BSCVH"
"No",0,"Yes","Yes",56,"Yes","Yes","Clothing","Yes","Yes","No","Yes","No","Brussels","US","Yes","Bank transfer (automatic)",75.75,4264.25,"No","4877-TSOFF"
"Yes",0,"No","No",45,"Yes","No","Clothing","Yes","No","No","Yes","Yes","Antwerp","US","No","Electronic check",65.4,2774.55,"No","9209-NWPGU"
"Yes",1,"Yes","No",47,"Yes","No","Electronics","No","No","No","No","No","Brussels","China","Yes","Electronic check",80.4,3605.2,"Yes","6961-VCPMC"
"Yes",0,"Yes","Yes",70,"Yes","No","Clothing","Yes","Yes","Yes","No","No","Antwerp","Africa","Yes","Bank transfer (automatic)",59.75,4069.9,"No","7306-YDSOI"
"Yes",1,"No","No",12,"Yes","No","Electronics","No","No","No","No","No","Brussels","China","Yes","Electronic check",78.5,874.2,"No","5288-AHOUP"
"No",0,"Yes","No",12,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",102,1145.35,"Yes","6688-UZPWD"
"Yes",0,"No","No",30,"Yes","No","Clothing","No","No","Yes","No","No","Antwerp","China","No","Bank transfer (automatic)",48.95,1323.7,"No","0655-YDGFJ"
"No",0,"Yes","No",58,"Yes","Yes","Electronics","Yes","No","No","No","Yes","Brussels","China","Yes","Electronic check",99.65,5497.05,"No","8468-EHYJA"
"Yes",0,"No","No",29,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Credit card (automatic)",18.25,534.7,"No","6823-SIDFQ"
"No",0,"No","No",43,"Yes","No","Clothing","Yes","No","Yes","No","No","Antwerp","China","No","Credit card (automatic)",54.55,2455.05,"No","1097-FSPVW"
"No",0,"No","No",3,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.65,38.7,"Yes","2839-RFSQE"
"Yes",0,"No","Yes",24,"No",NA,"Clothing","Yes","Yes","No","Yes","No","Antwerp","US","No","Bank transfer (automatic)",40.65,947.4,"No","8328-SKJNO"
"No",0,"Yes","Yes",19,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.45,357,"No","7010-ZMVBF"
"Yes",0,"Yes","Yes",63,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","US","No","Bank transfer (automatic)",24.8,1476.25,"No","5201-CBWYG"
"No",0,"No","No",2,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Mailed check",70.8,70.8,"Yes","0968-GSIKN"
"Yes",0,"No","No",17,"Yes","Yes","Electronics","No","No","No","Yes","No","Brussels","China","Yes","Credit card (automatic)",89.05,1448.6,"Yes","1965-DDBWU"
"No",0,"No","No",4,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",96.6,291.9,"Yes","9057-SIHCH"
"Yes",0,"No","No",68,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","Yes","Brussels","US","Yes","Bank transfer (automatic)",88.8,5903.15,"No","6352-GIGGQ"
"Yes",0,"No","No",63,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Credit card (automatic)",20.05,1201.65,"No","3635-QQRQD"
"No",0,"Yes","No",58,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Credit card (automatic)",104.5,5921.35,"Yes","6771-XWBDM"
"Yes",0,"No","No",3,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",69.8,146.65,"No","2897-DOVND"
"No",0,"Yes","Yes",24,"Yes","Yes","Clothing","Yes","No","Yes","Yes","Yes","Antwerp","Africa","Yes","Bank transfer (automatic)",77.15,1759.4,"No","3082-YVEKW"
"No",0,"No","Yes",26,"No",NA,"Clothing","Yes","No","No","Yes","No","Antwerp","Africa","No","Bank transfer (automatic)",35.05,844.45,"No","0191-EQUUH"
"No",1,"No","No",73,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",108.1,7774.05,"No","7134-HBPBS"
"No",0,"Yes","No",3,"Yes","Yes","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",84.05,134.05,"No","3489-HHPFY"
"No",0,"No","No",9,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Bank transfer (automatic)",20.2,140.95,"No","2926-JEJJC"
"No",0,"No","No",6,"Yes","Yes","Clothing","No","No","No","No","No","Antwerp","China","Yes","Mailed check",50.6,249.95,"Yes","8601-QACRS"
"Yes",0,"No","No",36,"No",NA,"Clothing","No","No","Yes","No","Yes","Brussels","China","No","Electronic check",49.2,1701.65,"No","4950-BDEUX"
"Yes",0,"No","No",25,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","US","No","Electronic check",24.6,592.65,"No","5789-LDFXO"
"No",0,"Yes","Yes",3,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",71.65,135.75,"No","0508-OOLTO"
"Yes",0,"Yes","Yes",73,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","No","Brussels","Africa","Yes","Credit card (automatic)",104.9,7732.65,"No","2984-TBYKU"
"No",0,"No","No",42,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Antwerp","China","Yes","Electronic check",106.5,4282.4,"No","9822-WMWVG"
"Yes",0,"No","Yes",5,"Yes","No","Clothing","Yes","No","No","No","No","Antwerp","China","No","Electronic check",49.35,219.65,"Yes","2391-SOORI"
"Yes",0,"No","No",27,"Yes","No","Electronics","No","Yes","No","No","No","Antwerp","US","No","Bank transfer (automatic)",75.5,2018.1,"No","9040-KZVWO"
"Yes",0,"No","No",8,"Yes","No","Electronics","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",94.25,669,"Yes","2645-QTLMB"
"No",0,"Yes","No",2,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",68.95,68.95,"Yes","4806-HIPDW"
"No",0,"Yes","Yes",5,"Yes","Yes","Clothing","No","Yes","No","Yes","No","Antwerp","China","Yes","Mailed check",58.5,224.85,"No","1548-ARAGG"
"Yes",0,"No","No",49,"Yes","No","Clothing","No","Yes","Yes","Yes","Yes","Brussels","Africa","No","Credit card (automatic)",78.9,3771.5,"No","6339-RZCBJ"
"Yes",1,"No","No",3,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",93.85,196.75,"Yes","4424-TKOPW"
"No",1,"Yes","No",13,"Yes","No","Clothing","Yes","No","Yes","Yes","Yes","Brussels","US","Yes","Electronic check",79.2,943.85,"No","4415-WNGVR"
"Yes",0,"Yes","No",61,"Yes","Yes","Electronics","Yes","No","Yes","Yes","Yes","Brussels","China","Yes","Bank transfer (automatic)",109.45,6572.85,"No","2522-AHJXR"
"Yes",0,"No","No",56,"Yes","No","Clothing","Yes","No","Yes","Yes","No","Antwerp","Africa","Yes","Electronic check",59.2,3175.85,"No","0412-UCCNP"
"Yes",0,"No","No",2,"No",NA,"Clothing","No","No","No","Yes","No","Antwerp","China","No","Mailed check",29.15,29.15,"No","1816-FLZDK"
"Yes",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.05,20.05,"No","7096-UCLNH"
"Yes",0,"No","No",5,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",76.05,318.9,"Yes","8443-ZRDBZ"
"Yes",0,"No","No",2,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","Yes","Mailed check",24.45,24.45,"Yes","9136-ALYBR"
"No",0,"No","No",43,"Yes","No","Clothing","No","No","Yes","Yes","No","Brussels","Africa","No","Credit card (automatic)",66.5,2762.75,"No","4615-PIVVU"
"No",0,"No","No",2,"Yes","No","Clothing","Yes","No","No","No","No","Antwerp","China","No","Bank transfer (automatic)",49.55,49.55,"No","8885-QSQBX"
"Yes",0,"No","No",8,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Antwerp","China","Yes","Credit card (automatic)",89.35,631.85,"Yes","7479-NITWS"
"Yes",0,"No","No",4,"Yes","No","Electronics","No","No","Yes","No","No","Antwerp","China","Yes","Credit card (automatic)",73.6,232.5,"No","8617-ENBDS"
"No",0,"Yes","No",73,"Yes","Yes","Clothing","Yes","Yes","Yes","No","Yes","Brussels","Africa","Yes","Credit card (automatic)",82.65,5919.35,"No","9385-NXKDA"
"Yes",0,"No","No",16,"Yes","Yes","Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",49,749.25,"No","0430-IHCDJ"
"Yes",0,"Yes","No",5,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",80.35,307.4,"Yes","2959-MJHIC"
"No",0,"No","No",12,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","US","No","Electronic check",25.2,245.15,"No","6674-KVJHG"
"No",0,"No","No",6,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",25.45,134.75,"No","1814-DKOLC"
"No",1,"No","No",2,"Yes","No","Clothing","Yes","No","Yes","No","No","Antwerp","China","Yes","Electronic check",55.8,55.8,"Yes","4201-JMNGR"
"Yes",0,"Yes","No",73,"Yes","Yes","Electronics","Yes","No","Yes","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",110.9,8240.85,"No","9351-HXDMR"
"No",0,"Yes","No",56,"Yes","Yes","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Credit card (automatic)",77.75,4266.4,"No","3537-HPKQT"
"No",0,"Yes","Yes",41,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Electronic check",26.2,1077.5,"No","2129-ALKBS"
"No",0,"Yes","No",58,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",19.9,1115.6,"No","5821-MMEIL"
"Yes",0,"No","No",2,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",79.05,79.05,"Yes","5960-WPXQM"
"Yes",0,"Yes","No",2,"Yes","No","Electronics","Yes","No","No","No","Yes","Brussels","China","Yes","Electronic check",95,95,"Yes","0684-AOSIH"
"No",0,"No","No",2,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","No","Mailed check",25.2,25.2,"Yes","8260-NGFNY"
"Yes",1,"Yes","Yes",53,"Yes","Yes","Clothing","No","Yes","Yes","No","Yes","Brussels","US","Yes","Electronic check",80.85,4079.55,"No","1309-XGFSN"
"Yes",1,"No","No",42,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","China","Yes","Electronic check",98.4,4187.75,"Yes","1866-RZZQS"
"Yes",0,"Yes","No",44,"Yes","No","Clothing","No","No","No","No","Yes","Antwerp","US","Yes","Mailed check",56.35,2391.15,"No","6968-URWQU"
"No",0,"Yes","Yes",48,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",19.3,890.5,"No","4742-TXUEX"
"Yes",0,"No","No",4,"Yes","Yes","Clothing","No","No","No","No","No","Antwerp","China","No","Bank transfer (automatic)",50.4,137.25,"No","9631-XEYKE"
"Yes",1,"Yes","Yes",67,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","Yes","Antwerp","Africa","No","Credit card (automatic)",79.4,5154.6,"Yes","8631-NBHFZ"
"Yes",0,"Yes","Yes",56,"Yes","No","Clothing","No","No","Yes","Yes","No","Antwerp","Africa","Yes","Credit card (automatic)",55.25,3119.9,"No","1335-MXCSE"
"Yes",0,"No","No",30,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",19.1,529.5,"No","8873-TMKGR"
"No",0,"No","Yes",13,"Yes","Yes","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",84.05,966.55,"No","8800-JOOCF"
"No",0,"Yes","No",67,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Electronic check",105.2,6936.85,"No","1469-LBJQJ"
"Yes",1,"No","No",36,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","China","Yes","Electronic check",101.4,3496.3,"Yes","4958-XCBDQ"
"Yes",1,"Yes","No",11,"Yes","Yes","Electronics","No","No","Yes","No","No","Brussels","China","Yes","Electronic check",89.8,914.3,"Yes","8337-UPOAQ"
"Yes",0,"Yes","Yes",28,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Bank transfer (automatic)",75.75,1929,"No","0064-YIJGF"
"No",0,"No","No",59,"Yes","No","Electronics","No","No","No","Yes","Yes","Brussels","China","Yes","Electronic check",95.3,5817.7,"No","2386-OWURY"
"Yes",0,"Yes","No",55,"Yes","No","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","No","Bank transfer (automatic)",109.75,6110.2,"Yes","1725-IQNIY"
"Yes",0,"No","No",10,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",19.85,178.8,"No","0310-VQXAM"
"Yes",0,"No","No",3,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Credit card (automatic)",19.3,28.3,"Yes","6598-RFFVI"
"Yes",0,"No","No",7,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",69.1,435,"No","3453-RTHJQ"
"No",1,"No","No",27,"Yes","No","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",91.25,2351.8,"Yes","6712-OAWRH"
"No",0,"No","No",10,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.25,186.15,"No","6278-FEPBZ"
"Yes",0,"Yes","No",9,"Yes","No","Clothing","No","Yes","Yes","No","No","Antwerp","China","Yes","Mailed check",54.75,445.85,"No","4280-DLSHD"
"Yes",0,"No","No",13,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",81.45,912,"No","1508-DFXCU"
"No",0,"No","No",16,"Yes","Yes","Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",49.1,679.55,"Yes","8614-VGMMV"
"Yes",0,"Yes","No",44,"Yes","Yes","Clothing","Yes","No","Yes","No","Yes","Brussels","US","Yes","Electronic check",80.2,3581.6,"No","7868-BGSZA"
"Yes",0,"No","No",43,"Yes","Yes","Electronics","No","No","No","Yes","Yes","Brussels","China","Yes","Electronic check",100.3,4222.95,"No","2800-QQUSO"
"No",0,"No","No",32,"Yes","Yes","Clothing","Yes","No","Yes","Yes","No","Antwerp","China","No","Credit card (automatic)",65.25,1994.3,"Yes","2930-UOTMB"
"No",0,"No","Yes",67,"Yes","Yes","Electronics","Yes","No","Yes","Yes","No","Antwerp","Africa","Yes","Credit card (automatic)",90.95,5930.05,"No","7973-DZRKH"
"No",1,"No","No",19,"Yes","Yes","Electronics","No","Yes","No","Yes","No","Antwerp","China","Yes","Electronic check",85.45,1505.85,"Yes","5914-DVBWJ"
"Yes",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20,20,"No","7698-YFGEZ"
"Yes",0,"Yes","No",62,"Yes","Yes","Electronics","No","Yes","No","Yes","Yes","Antwerp","Africa","Yes","Electronic check",94.1,5638.3,"Yes","2533-QVMSK"
"Yes",0,"No","No",11,"Yes","Yes","Electronics","No","Yes","No","No","No","Antwerp","China","No","Electronic check",79.85,797.25,"No","9773-PEQBZ"
"Yes",1,"No","No",2,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",71.65,71.65,"Yes","8644-XLFBW"
"No",1,"No","No",19,"Yes","No","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Electronic check",73.55,1359.45,"No","0650-BWOZN"
"Yes",0,"Yes","No",25,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Electronic check",104.65,2542.45,"Yes","8625-AZYZY"
"No",0,"Yes","Yes",4,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",19.3,54.7,"No","7785-RDVIG"
"Yes",0,"No","No",51,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Credit card (automatic)",20.15,989.05,"No","9602-WCXPI"
"Yes",0,"Yes","Yes",2,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","No","Electronic check",44.55,44.55,"No","2903-YYTBW"
"Yes",0,"No","No",3,"Yes","No","Clothing","Yes","No","No","Yes","No","Antwerp","China","Yes","Mailed check",54.45,87.3,"No","3620-MWJNE"
"Yes",0,"No","No",18,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Bank transfer (automatic)",19.65,351.55,"No","8573-JGCZW"
"Yes",0,"Yes","Yes",70,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","Africa","Yes","Electronic check",105,7297.75,"No","6837-HAEVO"
"Yes",0,"Yes","No",73,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",88.7,6301.7,"No","6701-YVNQG"
"No",0,"No","No",4,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",74.25,210.3,"Yes","9306-CPCBC"
"Yes",1,"Yes","Yes",51,"Yes","Yes","Clothing","Yes","Yes","Yes","No","No","Brussels","Africa","Yes","Bank transfer (automatic)",75.15,3822.45,"No","4304-XUMGI"
"No",0,"No","No",54,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",20.25,1048.45,"No","9504-YAZWB"
"No",0,"Yes","No",59,"Yes","Yes","Electronics","Yes","Yes","No","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",109.1,6393.65,"No","8819-ZBYNA"
"Yes",0,"No","No",47,"No",NA,"Clothing","Yes","No","No","No","No","Antwerp","US","Yes","Bank transfer (automatic)",30.75,1489.3,"No","6174-NRBTZ"
"Yes",1,"Yes","No",73,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","China","Yes","Credit card (automatic)",112.9,8061.5,"No","9481-IEBZY"
"No",1,"No","No",2,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",74.2,74.2,"Yes","1833-VGRUM"
"No",0,"Yes","Yes",7,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Antwerp","China","Yes","Mailed check",94.05,518.75,"No","6137-NICCO"
"Yes",0,"Yes","No",73,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","No","Brussels","Africa","No","Bank transfer (automatic)",78.85,5763.15,"No","9065-ZCPQX"
"Yes",0,"No","No",5,"Yes","No","Clothing","No","No","No","No","No","Brussels","China","Yes","Mailed check",55.3,238.5,"No","6402-EJMWF"
"No",0,"Yes","Yes",53,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.35,1031.7,"No","3620-EHIMZ"
"Yes",0,"Yes","Yes",1,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",25.35,NA,"No","3213-VVOLG"
"No",0,"No","No",3,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",20.45,34.8,"No","6870-ECSHE"
"No",0,"Yes","No",66,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",19.35,1319.95,"No","8747-UDCOI"
"Yes",1,"Yes","No",44,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",101,4388.4,"Yes","8374-XGEJJ"
"Yes",0,"Yes","No",5,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",100.2,420.2,"Yes","2656-TABEH"
"Yes",1,"Yes","No",26,"Yes","Yes","Electronics","Yes","No","No","No","No","Brussels","US","Yes","Electronic check",89.05,2177.45,"Yes","6946-LMSQS"
"No",0,"Yes","No",52,"Yes","Yes","Clothing","No","Yes","No","Yes","Yes","Brussels","US","Yes","Credit card (automatic)",78.65,3950.85,"No","4626-OZDTJ"
"Yes",0,"No","No",13,"Yes","Yes","Clothing","No","No","Yes","No","Yes","Brussels","China","No","Bank transfer (automatic)",74.75,827.05,"No","9169-BSVIN"
"No",0,"Yes","Yes",58,"Yes","No","Clothing","Yes","No","No","No","Yes","Brussels","US","Yes","Bank transfer (automatic)",70.1,3913.3,"Yes","2325-ZUSFD"
"No",0,"Yes","Yes",25,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",19.9,533.5,"No","8194-PEEBY"
"No",0,"Yes","No",65,"Yes","Yes","Clothing","No","No","Yes","Yes","No","Antwerp","US","No","Bank transfer (automatic)",58.35,3756.45,"No","6872-HXFNF"
"No",0,"No","No",5,"Yes","No","Electronics","No","Yes","Yes","Yes","Yes","Brussels","US","Yes","Electronic check",105.65,443.9,"Yes","3932-CMDTD"
"No",0,"No","No",27,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","China","Yes","Bank transfer (automatic)",100.5,2599.95,"No","7714-YXSMB"
"No",0,"Yes","Yes",16,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.05,284.3,"No","8387-UGUSU"
"Yes",1,"Yes","No",65,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",25.65,1740.8,"No","1080-BWSYE"
"Yes",1,"Yes","No",37,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",96.5,3436.1,"Yes","4039-HEUNW"
"No",0,"Yes","No",28,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","No","Credit card (automatic)",95,2462.55,"No","1194-HVAIF"
"Yes",1,"Yes","No",2,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","No","Mailed check",70.85,70.85,"Yes","0812-WUPTB"
"No",0,"No","No",36,"Yes","Yes","Clothing","Yes","No","Yes","Yes","Yes","Brussels","US","Yes","Credit card (automatic)",85.95,3110.1,"Yes","3594-UVONA"
"Yes",0,"No","No",5,"Yes","No","Electronics","No","No","Yes","No","No","Antwerp","China","Yes","Electronic check",73.9,280.85,"Yes","0004-TLHLJ"
"No",0,"Yes","Yes",9,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",45.45,411.75,"No","1767-TGTKO"
"Yes",0,"No","No",11,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Credit card (automatic)",20,198.6,"No","8439-LTUGF"
"No",0,"No","No",3,"Yes","No","Clothing","No","Yes","No","No","No","Antwerp","China","No","Mailed check",49.2,103.7,"No","8805-JNRAZ"
"No",0,"Yes","No",59,"Yes","Yes","Electronics","Yes","Yes","Yes","No","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",109.45,6144.55,"Yes","5089-IFSDP"
"Yes",0,"Yes","No",52,"Yes","No","Clothing","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",83.25,4089.45,"No","6418-HNFED"
